"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Treino C","15 May 2025, 20:17","15 May 2025, 21:57","","Rope Straight Arm Pulldown",,"",0,"normal",85,8,,,
"Treino C","15 May 2025, 20:17","15 May 2025, 21:57","","Rope Straight Arm Pulldown",,"",1,"normal",90,6,,,
"Treino C","15 May 2025, 20:17","15 May 2025, 21:57","","Dumbbell Row",,"",0,"normal",60,7,,,
"Treino C","15 May 2025, 20:17","15 May 2025, 21:57","","Dumbbell Row",,"",1,"failure",60,6,,,
"Treino C","15 May 2025, 20:17","15 May 2025, 21:57","","Bicep Curl (Barbell)",,"",0,"normal",40,7,,,
"Treino C","15 May 2025, 20:17","15 May 2025, 21:57","","Bicep Curl (Barbell)",,"",1,"failure",40,5,,,
"Treino C","15 May 2025, 20:17","15 May 2025, 21:57","","Adução Posterior De Ombro Unilateral",,"",0,"normal",23,7,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Lying Leg Curl (Machine)",,"",0,"warmup",30,11,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Lying Leg Curl (Machine)",,"",1,"warmup",60,6,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Lying Leg Curl (Machine)",,"",2,"warmup",85,3,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Lying Leg Curl (Machine)",,"",3,"normal",105,9,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Lying Leg Curl (Machine)",,"",4,"failure",105,9,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Squat (Barbell)",,"",0,"warmup",60,6,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Squat (Barbell)",,"",1,"warmup",80,3,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Squat (Barbell)",,"",2,"normal",110,7,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Squat (Barbell)",,"",3,"failure",110,8,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Leg Extension (Machine)",,"",0,"warmup",30,5,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Leg Extension (Machine)",,"",1,"normal",80,5,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Leg Extension (Machine)",,"",2,"failure",75,7,,,
"Treino A","14 May 2025, 20:30","14 May 2025, 21:47","A ultima rep do agachamento custou o resto do treino","Romanian Deadlift (Barbell)",,"",0,"warmup",60,3,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Incline Chest Press (Machine)",,"",0,"warmup",40,10,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Incline Chest Press (Machine)",,"",1,"warmup",60,6,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Incline Chest Press (Machine)",,"",2,"warmup",80,3,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Incline Chest Press (Machine)",,"",3,"normal",96,7,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Incline Chest Press (Machine)",,"",4,"failure",96,6,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Chest Press (Machine)",,"",0,"warmup",40,5,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Chest Press (Machine)",,"",1,"normal",90,7,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Chest Press (Machine)",,"",2,"failure",90,4,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Cable Fly Crossovers",,"",0,"normal",90,10,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Cable Fly Crossovers",,"",1,"failure",100,7,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Elevação Lateral Unilateral (cabo)",,"",1,"normal",30,9,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Elevação Lateral Unilateral (cabo)",,"",2,"failure",32,7,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Shoulder Press (Dumbbell)",,"",0,"normal",64,7,,,
"Treino B","12 May 2025, 20:26","12 May 2025, 21:59","","Shoulder Press (Dumbbell)",,"",1,"failure",64,6,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Lying Leg Curl (Machine)",,"",0,"warmup",30,10,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Lying Leg Curl (Machine)",,"",1,"warmup",60,6,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Lying Leg Curl (Machine)",,"",2,"warmup",85,3,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Lying Leg Curl (Machine)",,"",3,"normal",105,8,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Lying Leg Curl (Machine)",,"",4,"failure",105,8,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Squat (Barbell)",,"",0,"warmup",40,6,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Squat (Barbell)",,"",1,"normal",110,6,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Squat (Barbell)",,"",2,"failure",110,6,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Extensora Unilateral",,"",0,"warmup",35,5,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Extensora Unilateral",,"",1,"normal",55,6,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Extensora Unilateral",,"",2,"failure",55,7,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Romanian Deadlift (Barbell)",,"",0,"warmup",60,3,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Romanian Deadlift (Barbell)",,"",1,"normal",116,7,,,
"Treino A","7 May 2025, 20:08","7 May 2025, 21:31","","Romanian Deadlift (Barbell)",,"",2,"failure",116,8,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Lat Pulldown (Machine)",,"",0,"warmup",40,10,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Lat Pulldown (Machine)",,"",1,"warmup",80,6,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Lat Pulldown (Machine)",,"",2,"warmup",120,3,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Lat Pulldown (Machine)",,"",3,"normal",136,8,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Lat Pulldown (Machine)",,"",4,"failure",138,7,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","T Bar Row",,"",0,"warmup",40,5,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","T Bar Row",,"",1,"normal",82,7,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","T Bar Row",,"",2,"failure",80,7,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Rope Straight Arm Pulldown",,"",0,"normal",80,8,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Rope Straight Arm Pulldown",,"",1,"failure",80,9,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Dumbbell Row",,"",0,"normal",56,7,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Dumbbell Row",,"",1,"failure",56,8,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Bicep Curl (Barbell)",,"",0,"normal",40,7,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Bicep Curl (Barbell)",,"",1,"failure",40,5,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Adução Posterior De Ombro Unilateral",,"",0,"normal",20,10,,,
"Treino C","6 May 2025, 20:33","6 May 2025, 22:07","","Adução Posterior De Ombro Unilateral",,"",1,"failure",23,6,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Incline Chest Press (Machine)",,"",0,"warmup",40,10,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Incline Chest Press (Machine)",,"",1,"warmup",60,6,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Incline Chest Press (Machine)",,"",2,"warmup",80,3,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Incline Chest Press (Machine)",,"",3,"normal",94,7,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Incline Chest Press (Machine)",,"",4,"failure",94,6,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Chest Press (Machine)",,"",0,"warmup",40,5,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Chest Press (Machine)",,"",1,"normal",90,7,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Chest Press (Machine)",,"",2,"failure",92,6,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Cable Fly Crossovers",,"",0,"normal",90,10,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Cable Fly Crossovers",,"",1,"failure",90,9,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Elevação Lateral Unilateral (cabo)",,"",1,"normal",30,8,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Elevação Lateral Unilateral (cabo)",,"",2,"failure",30,7,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Shoulder Press (Dumbbell)",,"",0,"normal",64,7,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Shoulder Press (Dumbbell)",,"",1,"failure",64,6,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Triceps Pushdown",,"",0,"normal",85,7,,,
"Treino B","5 May 2025, 20:33","5 May 2025, 21:57","","Triceps Pushdown",,"",1,"failure",90,6,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Lying Leg Curl (Machine)",,"",0,"warmup",30,10,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Lying Leg Curl (Machine)",,"",1,"warmup",60,6,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Lying Leg Curl (Machine)",,"",2,"warmup",85,3,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Lying Leg Curl (Machine)",,"",3,"normal",95,12,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Lying Leg Curl (Machine)",,"",4,"failure",101,8,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Squat (Barbell)",,"",0,"warmup",40,5,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Squat (Barbell)",,"",1,"warmup",60,4,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Squat (Barbell)",,"",2,"normal",100,6,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Squat (Barbell)",,"",3,"failure",110,5,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Leg Extension (Machine)",,"",0,"warmup",30,5,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Leg Extension (Machine)",,"",1,"normal",80,5,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Leg Extension (Machine)",,"",2,"failure",75,7,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Romanian Deadlift (Barbell)",,"",0,"warmup",50,4,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Romanian Deadlift (Barbell)",,"",1,"normal",110,8,,,
"primeiro treino de perna pós lesão 🥳","2 May 2025, 20:45","2 May 2025, 22:04","","Romanian Deadlift (Barbell)",,"",2,"normal",116,7,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Lat Pulldown (Machine)",,"",0,"normal",130,9,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Lat Pulldown (Machine)",,"",1,"failure",136,7,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","T Bar Row",,"",0,"normal",80,8,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","T Bar Row",,"",1,"failure",80,7,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Rope Straight Arm Pulldown",,"",0,"normal",80,8,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Rope Straight Arm Pulldown",,"",1,"normal",80,8,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Dumbbell Row",,"",0,"normal",56,7,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Dumbbell Row",,"",1,"failure",56,7,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Bicep Curl (Barbell)",,"",0,"normal",40,6,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Bicep Curl (Barbell)",,"",1,"failure",40,5,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Curcifixo Inverso",,"",0,"normal",60,8,,,
"Treino C","29 Apr 2025, 20:38","29 Apr 2025, 22:05","","Curcifixo Inverso",,"",1,"failure",65,6,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Incline Chest Press (Machine)",,"",0,"warmup",40,10,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Incline Chest Press (Machine)",,"",1,"warmup",60,6,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Incline Chest Press (Machine)",,"",2,"warmup",80,3,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Incline Chest Press (Machine)",,"",3,"normal",94,7,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Incline Chest Press (Machine)",,"",4,"failure",94,6,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Chest Press (Machine)",,"",0,"warmup",40,5,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Chest Press (Machine)",,"",1,"normal",90,7,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Chest Press (Machine)",,"",2,"failure",90,6,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Cable Fly Crossovers",,"",0,"normal",40,12,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Cable Fly Crossovers",,"",1,"failure",45,7,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Elevação Lateral Unilateral (cabo)",,"",1,"normal",30,8,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Elevação Lateral Unilateral (cabo)",,"",2,"failure",30,7,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Shoulder Press (Dumbbell)",,"",0,"normal",64,7,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Shoulder Press (Dumbbell)",,"",1,"failure",64,7,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Triceps Pushdown",,"",0,"normal",80,9,,,
"😡😡","28 Apr 2025, 19:49","28 Apr 2025, 21:21","😡😡","Triceps Pushdown",,"",1,"failure",85,7,,,
"Treino C","25 Apr 2025, 20:41","25 Apr 2025, 21:22","","Lat Pulldown (Machine)",,"",0,"normal",130,8,,,
"Treino C","25 Apr 2025, 20:41","25 Apr 2025, 21:22","","Lat Pulldown (Machine)",,"",1,"failure",130,7,,,
"Treino C","25 Apr 2025, 20:41","25 Apr 2025, 21:22","","T Bar Row",,"",0,"normal",80,7,,,
"Treino C","25 Apr 2025, 20:41","25 Apr 2025, 21:22","","T Bar Row",,"",1,"failure",80,7,,,
"Treino C","25 Apr 2025, 20:41","25 Apr 2025, 21:22","","Rope Straight Arm Pulldown",,"",0,"normal",80,8,,,
"Treino C","25 Apr 2025, 20:41","25 Apr 2025, 21:22","","Rope Straight Arm Pulldown",,"",1,"normal",80,6,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Incline Chest Press (Machine)",,"",0,"warmup",40,10,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Incline Chest Press (Machine)",,"",1,"warmup",60,6,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Incline Chest Press (Machine)",,"",2,"warmup",80,3,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Incline Chest Press (Machine)",,"",3,"normal",92,7,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Incline Chest Press (Machine)",,"",4,"failure",94,6,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Chest Press (Machine)",,"",0,"warmup",40,5,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Chest Press (Machine)",,"",1,"normal",90,6,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Chest Press (Machine)",,"",2,"failure",90,5,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Chest Fly (Machine)",,"",0,"normal",80,10,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Chest Fly (Machine)",,"",1,"failure",80,8,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Elevação Lateral Unilateral (cabo)",,"",1,"normal",30,8,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Elevação Lateral Unilateral (cabo)",,"",2,"failure",30,7,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Shoulder Press (Dumbbell)",,"",0,"normal",64,7,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Shoulder Press (Dumbbell)",,"",1,"failure",64,5,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Triceps Pushdown",,"",0,"normal",80,8,,,
"treininho pós quarta lesão no tornozelo 😀","24 Apr 2025, 20:31","24 Apr 2025, 22:02","","Triceps Pushdown",,"",1,"failure",85,7,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Lat Pulldown (Machine)",,"",0,"normal",130,8,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Lat Pulldown (Machine)",,"",1,"failure",130,7,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","T Bar Row",,"",0,"normal",80,7,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","T Bar Row",,"",1,"failure",80,7,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Rope Straight Arm Pulldown",,"",0,"normal",80,8,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Rope Straight Arm Pulldown",,"",1,"normal",80,8,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Dumbbell Row",,"",0,"normal",56,7,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Dumbbell Row",,"",1,"failure",56,7,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Bicep Curl (Barbell)",,"",0,"normal",40,6,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Bicep Curl (Barbell)",,"",1,"failure",40,4,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Adução Posterior De Ombro Unilateral",,"",0,"normal",20,9,,,
"Treino C","17 Apr 2025, 16:33","17 Apr 2025, 18:01","","Adução Posterior De Ombro Unilateral",,"",1,"failure",22,8,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Lying Leg Curl (Machine)",,"",0,"warmup",30,10,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Lying Leg Curl (Machine)",,"",1,"warmup",60,6,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Lying Leg Curl (Machine)",,"",2,"warmup",85,3,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Lying Leg Curl (Machine)",,"",3,"normal",95,11,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Lying Leg Curl (Machine)",,"",4,"failure",99,9,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Squat (Barbell)",,"",0,"warmup",60,5,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Squat (Barbell)",,"",1,"normal",110,7,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Squat (Barbell)",,"",2,"failure",110,6,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Leg Extension (Machine)",,"",0,"warmup",30,5,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Leg Extension (Machine)",,"",1,"normal",80,6,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Leg Extension (Machine)",,"",2,"failure",80,6,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Romanian Deadlift (Barbell)",,"",0,"warmup",60,3,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Romanian Deadlift (Barbell)",,"",1,"normal",110,8,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Romanian Deadlift (Barbell)",,"",2,"normal",116,7,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Single Leg Standing Calf Raise (Machine)",,"",0,"normal",160,11,,,
"Treino A","16 Apr 2025, 19:32","16 Apr 2025, 21:05","gambiarra pra colocar peso na mesa flexora 👍","Single Leg Standing Calf Raise (Machine)",,"",1,"failure",160,10,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Incline Chest Press (Machine)",,"",0,"warmup",40,10,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Incline Chest Press (Machine)",,"",1,"warmup",60,6,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Incline Chest Press (Machine)",,"",2,"warmup",80,3,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Incline Chest Press (Machine)",,"",3,"normal",92,7,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Incline Chest Press (Machine)",,"",4,"failure",94,6,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Chest Press (Machine)",,"",0,"warmup",40,5,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Chest Press (Machine)",,"",1,"normal",90,7,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Chest Press (Machine)",,"",2,"failure",90,6,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Cable Fly Crossovers",,"",0,"normal",40,10,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Cable Fly Crossovers",,"",1,"failure",45,6,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Elevação Lateral Unilateral (cabo)",,"",1,"normal",30,7,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Elevação Lateral Unilateral (cabo)",,"",2,"failure",30,7,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Shoulder Press (Dumbbell)",,"",0,"normal",64,7,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Shoulder Press (Dumbbell)",,"",1,"failure",64,7,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Triceps Pushdown",,"",0,"normal",80,8,,,
"Treino B","15 Apr 2025, 20:27","15 Apr 2025, 21:46","","Triceps Pushdown",,"",1,"failure",85,6,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","Lat Pulldown (Machine)",,"",0,"normal",120,9,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","Lat Pulldown (Machine)",,"",1,"failure",130,7,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","T Bar Row",,"",0,"normal",80,7,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","T Bar Row",,"",1,"failure",80,7,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","Rope Straight Arm Pulldown",,"",0,"normal",75,9,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","Rope Straight Arm Pulldown",,"",1,"normal",80,7,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","Dumbbell Row",,"",0,"normal",54,8,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","Dumbbell Row",,"",1,"failure",56,7,,,
"Treino C","14 Apr 2025, 20:10","14 Apr 2025, 21:54","","Bicep Curl (Barbell)",,"",0,"normal",40,6,,,
